"","date","Temperature_Box","Temperature_AtDepth","NO3_NO2_USF_Box","NO3_NO2_USF_AtDepth","NO3_UDO_Box","NO3_UDO_AtDepth","SiO4_USF_Box","SiO4_USF_AtDepth","SiO4_UDO_Box","SiO4_UDO_AtDepth","PO4_USF_Box","PO4_USF_AtDepth","PO4_UDO_Box","PO4_UDO_AtDepth","Sigma_t_Box","Sigma_t_AtDepth","Salinity_bottles_Box","Salinity_bottles_AtDepth","Salinity_CTD_Box","Salinity_CTD_AtDepth","O2_umol_kg_Box","O2_umol_kg_AtDepth","POC_ug_kg_Box","POC_ug_kg_AtDepth","POC_ug_L_Box","POC_ug_L_AtDepth","PN_ug_L_Box","PN_ug_L_AtDepth","C_N_particulate_Box","C_N_particulate_AtDepth","PON_ug_kg_Box","PON_ug_kg_AtDepth","PIP_Box","PIP_AtDepth","DOC_Box","DOC_AtDepth","DON_Box","DON_AtDepth","DOP_Box","DOP_AtDepth","TOC_Box","TOC_AtDepth","PrimaryProductivity_Box","PrimaryProductivity_AtDepth","Chlorophyll_Box","Chlorophyll_AtDepth","Phaeopigments_Box","Phaeopigments_AtDepth","Total_Prokaryotes_Box","Total_Prokaryotes_AtDepth","Bact_Biomass_mgC_m3_Box","Bact_Biomass_mgC_m3_AtDepth","yday","month"
"1",1995-11-08,25.3328845767877,21.5543813624666,NA,NA,0.860476543047054,6.58539053461784,NA,NA,2.11366607170313,5.83260449931398,NA,NA,0.0576253234109136,0.598908420031945,24.5481419244614,25.574782487057,36.7632548168615,36.7261480917152,NA,NA,177.80401257102,116.641945853684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6112005169613,72.9999746658966,NA,NA,NA,NA,NA,NA,NA,NA,0.165512881348583,NA,0.24872177530052,NA,NA,NA,NA,NA,312,11
"2",1995-12-13,23.7163769952733,20.6183616295706,NA,NA,3.06844220508704,7.36432635315425,NA,NA,3.8489655000227,6.58964002652958,NA,NA,0.207376379457798,0.519059294113868,25.1281353044723,25.9189086065407,NA,NA,36.8572313039714,36.7314230305342,150.161561308252,116.864357724808,47.9206997243972,24.2538159064347,6.35293451109023,5.98601248960898,46.7655939572501,23.6691924156666,8.67796192833884,4.42701312685654,8.89230381031389,4.53636237273318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.455166147370444,NA,0.111813908448843,NA,0.157309926916255,NA,0.711662699032091,1.46416609451753,2.093486755867,4.94256457090756,347,12
"3",1996-01-12,22.6454603287738,20.2970234478647,NA,NA,7.47735733551082,16.0890436504569,NA,NA,4.83928932381492,7.92155277702486,NA,NA,0.300272385368768,0.68587580092582,25.4633203667025,25.9874056525924,36.8854750997804,36.7277012779119,NA,36.6643732754156,148.64250613256,115.813832512057,81.3083451456058,17.5696014696884,5.66663000817296,5.37289655911909,79.348424531769,17.1460561338514,13.9844682454584,3.77167514016218,14.3298873651565,3.86483571953984,NA,NA,81.237847321993,63.7331398719612,NA,NA,NA,NA,NA,NA,1.97557589039362,NA,0.558921368132765,NA,0.334492262310032,NA,2.96962716229862,1.01822237509914,9.69045305931316,3.4872720862382,12,1
"4",1996-02-13,22.3365580369927,20.0738493878181,NA,NA,6.79027153400486,13.8636928080745,NA,NA,4.03349264611644,8.02628926531106,NA,NA,0.318942832020707,0.75485343792514,25.5537095173738,26.0600690169108,36.8830802876077,36.6822181483492,NA,36.67355,143.933107229548,102.854792768061,109.972028867819,18.2836320644487,6.03982516738079,5.09713259327187,107.321238904717,17.8429304685146,17.7970645225805,4.07961790722094,18.2366445037631,4.18038803669393,NA,NA,70.7697333192528,67.4327165843599,NA,NA,NA,NA,NA,NA,1.11061043078495,NA,0.340774745318115,NA,0.280377432314143,NA,2.63541108687051,1.04400563254345,8.59826899609557,3.54598002302593,44,2
"5",1996-03-13,21.1523676552611,19.5325382466261,NA,NA,6.50384997172298,10.4611629923591,NA,NA,5.13903310616507,6.88097767871344,NA,NA,0.33102324152924,0.547668376139512,25.8271073336385,26.1522354667151,36.8132072826097,36.650196586226,36.808848029,36.6619279278217,149.160344905901,121.001529410915,165.390745325973,29.1726863122993,6.4081223798905,5.52735543901457,161.404036856942,28.4695132666306,25.007826356555,5.89508214981295,25.6255151832823,6.04069196733628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52848072865697,0,0.629233579967705,0.0599238,0.379027242123017,0.08,NA,NA,NA,NA,73,3
"6",1996-04-16,21.1305410982876,19.8432468341439,NA,NA,6.78726137538397,12.8851115972715,NA,NA,3.74797072764307,5.8781347509273,NA,NA,0.357866540064847,0.53819912124427,25.8306334448373,26.0988612839523,36.8134951935822,36.7102424585864,36.8031655488409,36.6957256663027,155.934352839415,130.441793912623,161.081135100849,38.9259798693037,8.14544799815835,8.30223366298381,157.198409299076,37.9877184152995,23.7833563611581,5.32332782154168,24.3708228703065,5.45481136297835,NA,NA,89.1691615428194,84.0100619643727,NA,NA,NA,NA,NA,NA,0.939245525114625,0,2.2003706437008,0.0374476,1.34300835978697,0.07,1.65981429643298,0.631324444159713,5.42987946130998,2.17516339949042,107,4
"7",1996-05-09,20.9116576049263,19.5748026013911,NA,NA,8.86973465430482,10.9208592617831,NA,NA,4.79486832797016,7.19854220109047,NA,NA,0.40955839681045,0.60721900022196,25.860154988222,26.1379405602483,36.7888051194056,36.6682507775852,36.7665630613688,36.6575593885595,131.22651088887,113.288108476096,79.6448428601706,27.8109718328251,7.70266280077661,8.9458428459322,77.7250060661165,27.1406038330704,10.6901617846822,3.42220323732434,10.9542124094775,3.50673068136012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.48588843375931,0.0210342,0.84744238494379,0.0458857,0.414895754713736,0.09,4.19515178962043,1.62003399175531,13.734275370214,5.56386873095332,130,5
"8",1996-06-12,22.244369624739,19.8878873252452,NA,NA,7.73258688679985,15.951196108204,NA,NA,3.63542341914744,6.80819849595167,NA,NA,0.285610940946431,0.542792850426008,25.5755310171738,26.093046392646,36.8854045293779,36.6940453690244,NA,36.646406779661,158.129550592239,120.858568038908,126.900331840649,37.2242503245997,6.91571170014393,7.43725504023253,123.841373037933,36.3269968485847,19.5368515961525,5.69228337793395,20.0194119032002,5.832882217726,NA,NA,81.5932687325243,59.8935323740316,NA,NA,NA,NA,NA,NA,1.0689335137051,0.1864,0.28582098871411,0.02,0.238189048832009,0.07,5.06864374363331,2.00624778850401,16.5343121026583,6.74843129037667,164,6
"9",1996-07-10,23.3736613986126,20.2872158262524,NA,NA,5.76557557275676,12.9555807800974,NA,NA,2.49523326817863,5.61194228916044,NA,NA,0.327979577101381,0.69108087379492,25.2274066941081,26.0213608477874,36.8594416594154,36.743597745055,NA,36.6816779661017,145.020085842848,106.353369984905,79.5693775787795,31.716588046056,8.01615070390238,7.7212485221765,77.6513561936584,30.9520427868418,11.4868097977267,4.95300630308201,11.770525148435,5.07534743616946,NA,NA,69.2329658089264,78.788249263743,NA,NA,NA,NA,NA,NA,0.76820802143465,0.293063,0.24225226916578,0.0940762,0.296030048504742,0.19,NA,NA,NA,NA,192,7
"10",1996-08-06,22.32084588207,19.5669667199681,NA,NA,5.06611951793636,11.8018137055263,NA,NA,3.59224083646122,6.69562041359802,NA,NA,0.251022705403276,0.642100621817107,25.5625888403784,26.1528611851861,36.897761561745,36.6583733741835,NA,36.6075,146.259236397569,105.764340130996,43.296062121998,13.868295376355,9.01997395812984,36.6160272704926,42.2524070070122,13.5340152103582,6.60911299850687,0.467186114623953,6.7723621491738,0.478724437475288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.773722095991993,0,0.201625303952975,0.0144362,0.323449453106826,0.04,3.30819398419556,1.03387547308095,10.7939452183444,3.53379065642874,219,8
"11",1996-09-10,24.7281245565473,20.834397772897,NA,NA,2.50896887880317,9.09064216436798,NA,NA,2.59322292368538,3.77076347927538,NA,NA,0.213154757639619,0.462988028956934,24.727097200009,25.9213153988028,36.7453381578259,36.8101359396987,36.7510984247584,36.8017359766119,165.372528380079,130.705632208262,25.363785220469,23.805076610851,7.69259699846979,11.4153303313352,24.7523885177281,23.2312897761907,3.80559618605817,3.81422524444123,3.89959356294153,3.90843873028924,NA,NA,84.1939224064333,72.8894212724319,NA,NA,NA,NA,NA,NA,0.718066306102067,0,0.224679956126804,0.159133,0.259046446252999,0.28,4.7561148444034,1.8630194736129,15.5102878870454,6.23625707809203,254,9
"12",1996-10-09,23.4523319193738,20.264499042704,NA,NA,5.68170085848753,11.5087237942196,NA,NA,2.35531052477567,5.91043906623495,NA,NA,0.57744710872757,0.828379055042263,25.1479140340395,26.0046205083561,36.7829312465708,36.7251621719278,36.780469389326,36.7320262534332,153.924934963526,117.569244296428,102.063153089578,34.430278371296,7.64391906802047,6.01088261572382,99.6030245482331,33.6003126560012,15.3240371771775,6.45108020816117,15.7025525748771,6.61041963776824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.728682972771475,NA,0.299853000311104,NA,0.373259580016847,NA,4.54316430377342,1.4796825574637,14.8227219022075,5.02601486748083,283,10
"13",1996-11-10,23.1600901945493,20.5333350465939,NA,NA,5.38604782326144,10.860804226679,NA,NA,2.01476773847219,3.64281912506631,NA,NA,0.288295976916644,0.504922157741445,25.2463689727413,25.9603654301035,36.7927995488579,36.7689076915527,36.8029422105378,36.7581082249483,153.182763927942,128.25553774236,67.4357548775839,27.921576383276,6.67692060040428,6.64143195845387,65.8101937947287,27.2485173465816,11.3760976484649,4.82672816638358,11.6570888785539,4.94595002475851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44539666845791,0.29816,0.530610906858058,0.04,0.527349149803751,0.08,NA,NA,NA,NA,315,11
"14",1996-12-11,24.2619900262541,20.6489259443202,NA,NA,NA,NA,NA,NA,2.37770535658082,4.3364745304308,NA,NA,0.208529676894273,0.486232569001101,24.9136773192559,25.930474468859,36.7877870751821,36.7650730972552,36.7973364122188,36.7577077801827,171.264075904099,133.736703782061,58.7872028131756,36.761047532634,7.97299590238418,6.90553031682635,57.3701414578588,35.8749231619466,8.85592133866969,6.07022881152085,9.07465583870766,6.22016504073676,NA,NA,86.9221224460274,97.3000897020293,NA,NA,NA,NA,NA,NA,0.501392165383281,0,0.176494518657254,0.02,0.268578480533682,0.06,0.859127982418555,0.742449652791155,2.80306170195394,2.51575666376726,346,12
